id,question,paper_title,paper_doi,source,resolvability_score,annotator_1_answerable,annotator_1_confidence,annotator_1_notes,annotator_2_answerable,annotator_2_confidence,annotator_2_notes,consensus
Q011,How does SISTEM CHATBOT KESEHATAN MENTAL BERBASIS scale to large-scale retrieval?,SISTEM CHATBOT KESEHATAN MENTAL BERBASIS LLM  DENGAN DETEKSI EMOSI DAN RETRIEVAL AUGMENTED GENERATION,10.36341/rabit.v11i1.7347,template_generated,2.0,,,,,,,
Q012,How does domain knowledge improve Remote Sensing Retrieval-Augmented Generation: Bridging? (variant 2),Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q013,What novel applications could Evaluation of Retrieval Methods in enable? (variant 2),Evaluation of Retrieval Methods in Domain-Specific Chatbots Based on Retrieval-Augmented Generation,10.36085/jsai.v9i1.9897,template_generated,2.0,,,,,,,
Q014,What evaluation metrics are most suitable for Remote Sensing Retrieval-Augmented Generation: Bridging?,Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q015,Can AQACO: Adaptive Query-Aware Chunking Optimization be combined with related methods?,AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q016,How does Retrieval-Augmented Generation (RAG) for Real-Time compare to baseline? (variant 1),Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q017,What are the limitations of Remote Sensing Retrieval-Augmented Generation: Bridging? (variant 1),Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q018,What evaluation metrics are most suitable for SISTEM CHATBOT KESEHATAN MENTAL BERBASIS? (variant 2),SISTEM CHATBOT KESEHATAN MENTAL BERBASIS LLM  DENGAN DETEKSI EMOSI DAN RETRIEVAL AUGMENTED GENERATION,10.36341/rabit.v11i1.7347,template_generated,2.0,,,,,,,
Q019,Can Remote Sensing Retrieval-Augmented Generation: Bridging be combined with related methods?,Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q020,How does Retrieval-Augmented Generation (RAG) for Real-Time compare to baseline?,Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q021,How does domain knowledge improve Retrieval-Augmented Generation: Enhancing AI with?,Retrieval-Augmented Generation: Enhancing AI with Reliable Knowledge.,10.21275/sr251104092705,template_generated,2.0,,,,,,,
Q022,How does domain knowledge improve Retrieval augmented generation using engineering? (variant 1),Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q023,How does Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a compare to baseline? (variant 2),Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a Retrieval-Augmented Generation (RAG) system for knowledge retention in SMEs,10.37544/1436-4980-2025-06-23,template_generated,2.0,,,,,,,
Q024,How does Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a compare to baseline? (variant 1),Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a Retrieval-Augmented Generation (RAG) system for knowledge retention in SMEs,10.37544/1436-4980-2025-06-23,template_generated,2.0,,,,,,,
Q025,What novel applications could AQACO: Adaptive Query-Aware Chunking Optimization enable? (variant 1),AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q026,What evaluation metrics are most suitable for Retrieval augmented generation using engineering? (variant 1),Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q027,How does domain knowledge improve Nursing Retrieval-Augmented Generation: Retrieval augmented? (variant 2),Nursing Retrieval-Augmented Generation: Retrieval augmented generation for nursing question answering with large language models,10.1016/j.ijnss.2025.10.005,template_generated,2.0,,,,,,,
Q028,How does Optimierte Interaktion mit Large Language scale to large-scale retrieval? (variant 2),Optimierte Interaktion mit Large Language Models,10.1007/s00117-025-01416-2,template_generated,2.0,,,,,,,
Q029,How does Nursing Retrieval-Augmented Generation: Retrieval augmented compare to baseline? (variant 1),Nursing Retrieval-Augmented Generation: Retrieval augmented generation for nursing question answering with large language models,10.1016/j.ijnss.2025.10.005,template_generated,2.0,,,,,,,
Q030,Can Comparative Performance of Retrieval Augmented be combined with related methods? (variant 2),Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q031,What are the limitations of Remote Sensing Retrieval-Augmented Generation: Bridging? (variant 2),Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q032,What evaluation metrics are most suitable for Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a?,Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a Retrieval-Augmented Generation (RAG) system for knowledge retention in SMEs,10.37544/1436-4980-2025-06-23,template_generated,2.0,,,,,,,
Q033,How does Agentic Retrieval-Augmented Generation: Advancing AI-Driven scale to large-scale retrieval?,Agentic Retrieval-Augmented Generation: Advancing AI-Driven Information Retrieval and Processing,10.14445/22312803/ijctt-v73i1p111,template_generated,2.0,,,,,,,
Q034,What are the limitations of Retrieval-Augmented Generation: Enhancing AI with? (variant 2),Retrieval-Augmented Generation: Enhancing AI with Reliable Knowledge.,10.21275/sr251104092705,template_generated,2.0,,,,,,,
Q035,What novel applications could Automating Threat Intelligence Analysis with enable? (variant 2),Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q036,How does Protótipo de Pesquisa Documental para scale to large-scale retrieval? (variant 1),Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q037,What are the limitations of Retrieval augmented generation using engineering? (variant 1),Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q038,How does Automating Threat Intelligence Analysis with compare to baseline?,Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q039,How does domain knowledge improve Protótipo de Pesquisa Documental para? (variant 2),Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q040,How does domain knowledge improve AQACO: Adaptive Query-Aware Chunking Optimization?,AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q041,Can Nursing Retrieval-Augmented Generation: Retrieval augmented be combined with related methods? (variant 2),Nursing Retrieval-Augmented Generation: Retrieval augmented generation for nursing question answering with large language models,10.1016/j.ijnss.2025.10.005,template_generated,2.0,,,,,,,
Q042,How does AQACO: Adaptive Query-Aware Chunking Optimization scale to large-scale retrieval? (variant 1),AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q043,What evaluation metrics are most suitable for PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT? (variant 1),PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT MENGGUNAKAN METODE DESIGN THINKING UNTUK MENDUKUNG PERSONALIZED LEARNING,10.21009/pinter.9.2.1,template_generated,2.0,,,,,,,
Q044,How does Agentic Retrieval-Augmented Generation: Advancing AI-Driven compare to baseline?,Agentic Retrieval-Augmented Generation: Advancing AI-Driven Information Retrieval and Processing,10.14445/22312803/ijctt-v73i1p111,template_generated,2.0,,,,,,,
Q045,What are the limitations of Vector Databases and Retrieval-Augmented Generation?,Vector Databases and Retrieval-Augmented Generation for Accurate AI-Driven Project Estimation,10.21275/sr251231215738,template_generated,2.0,,,,,,,
Q046,How does domain knowledge improve Securing Retrieval-Augmented Generation - Privacy? (variant 1),Securing Retrieval-Augmented Generation - Privacy Risks and Mitigation Strategies,10.2139/ssrn.5191687,template_generated,2.0,,,,,,,
Q047,What evaluation metrics are most suitable for Protótipo de Pesquisa Documental para?,Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q048,What are the limitations of Securing Retrieval-Augmented Generation - Privacy? (variant 1),Securing Retrieval-Augmented Generation - Privacy Risks and Mitigation Strategies,10.2139/ssrn.5191687,template_generated,2.0,,,,,,,
Q049,What evaluation metrics are most suitable for Retrieval augmented generation using engineering?,Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q050,What are the limitations of Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a? (variant 1),Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a Retrieval-Augmented Generation (RAG) system for knowledge retention in SMEs,10.37544/1436-4980-2025-06-23,template_generated,2.0,,,,,,,
Q051,How does Multimedia Graph Codes for Fast compare to baseline? (variant 1),Multimedia Graph Codes for Fast and Semantic Retrieval-Augmented Generation,10.3390/electronics14122472,template_generated,3.0,,,,,,,
Q052,What are the limitations of Comparative Performance of Retrieval Augmented? (variant 2),Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q053,What novel applications could Retrieval-Augmented Generation (RAG) for Real-Time enable?,Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q054,Can Retrieval-Augmented Generation (RAG) for Real-Time be combined with related methods? (variant 2),Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q055,What are the limitations of Comparative Performance of Retrieval Augmented? (variant 1),Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q056,How does Optimierte Interaktion mit Large Language compare to baseline? (variant 2),Optimierte Interaktion mit Large Language Models,10.1007/s00117-025-01416-2,template_generated,2.0,,,,,,,
Q057,What evaluation metrics are most suitable for RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА? (variant 2),RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА ПАРАДИГМА КОРПОРАТИВНОЇ АВТОМАТИЗАЦІЇ,10.31891/2307-5732-2026-361-53,template_generated,2.0,,,,,,,
Q058,What novel applications could SISTEM CHATBOT KESEHATAN MENTAL BERBASIS enable? (variant 1),SISTEM CHATBOT KESEHATAN MENTAL BERBASIS LLM  DENGAN DETEKSI EMOSI DAN RETRIEVAL AUGMENTED GENERATION,10.36341/rabit.v11i1.7347,template_generated,2.0,,,,,,,
Q059,What novel applications could Optimierte Interaktion mit Large Language enable? (variant 2),Optimierte Interaktion mit Large Language Models,10.1007/s00117-025-01416-2,template_generated,2.0,,,,,,,
Q060,How does Retrieval-Augmented Generation (RAG)-Based Chatbot System scale to large-scale retrieval?,Retrieval-Augmented Generation (RAG)-Based Chatbot System,10.64388/irev9i5-1712249,template_generated,2.0,,,,,,,
Q061,Can Retrieval-Augmented Generation: Enhancing AI with be combined with related methods? (variant 1),Retrieval-Augmented Generation: Enhancing AI with Reliable Knowledge.,10.21275/sr251104092705,template_generated,2.0,,,,,,,
Q062,What novel applications could Comparative Performance of Retrieval Augmented enable?,Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q063,What evaluation metrics are most suitable for Automating Threat Intelligence Analysis with? (variant 2),Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q064,What novel applications could Retrieval-Augmented Generation (RAG)-Based Chatbot System enable? (variant 1),Retrieval-Augmented Generation (RAG)-Based Chatbot System,10.64388/irev9i5-1712249,template_generated,2.0,,,,,,,
Q065,What novel applications could Nursing Retrieval-Augmented Generation: Retrieval augmented enable? (variant 1),Nursing Retrieval-Augmented Generation: Retrieval augmented generation for nursing question answering with large language models,10.1016/j.ijnss.2025.10.005,template_generated,2.0,,,,,,,
Q066,Can Retrieval-Augmented Generation (RAG) for Real-Time be combined with related methods? (variant 1),Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q067,How does Retrieval-Augmented Generation (RAG) for Real-Time scale to large-scale retrieval? (variant 2),Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q068,What are the limitations of Retrieval-Augmented Generation (RAG)-Based Chatbot System? (variant 1),Retrieval-Augmented Generation (RAG)-Based Chatbot System,10.64388/irev9i5-1712249,template_generated,2.0,,,,,,,
Q069,Can Retrieval augmented generation using engineering be combined with related methods? (variant 2),Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q070,What evaluation metrics are most suitable for Retrieval-Augmented Generation (RAG)-Based Chatbot System?,Retrieval-Augmented Generation (RAG)-Based Chatbot System,10.64388/irev9i5-1712249,template_generated,2.0,,,,,,,
Q071,How does RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА scale to large-scale retrieval? (variant 2),RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА ПАРАДИГМА КОРПОРАТИВНОЇ АВТОМАТИЗАЦІЇ,10.31891/2307-5732-2026-361-53,template_generated,2.0,,,,,,,
Q072,Can Vector Databases and Retrieval-Augmented Generation be combined with related methods? (variant 1),Vector Databases and Retrieval-Augmented Generation for Accurate AI-Driven Project Estimation,10.21275/sr251231215738,template_generated,2.0,,,,,,,
Q073,What novel applications could Securing Retrieval-Augmented Generation - Privacy enable? (variant 2),Securing Retrieval-Augmented Generation - Privacy Risks and Mitigation Strategies,10.2139/ssrn.5191687,template_generated,2.0,,,,,,,
Q074,How does domain knowledge improve PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT? (variant 1),PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT MENGGUNAKAN METODE DESIGN THINKING UNTUK MENDUKUNG PERSONALIZED LEARNING,10.21009/pinter.9.2.1,template_generated,2.0,,,,,,,
Q075,Can Automating Threat Intelligence Analysis with be combined with related methods?,Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q076,What evaluation metrics are most suitable for Comparative Performance of Retrieval Augmented?,Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q077,What are the limitations of Evaluation of Retrieval Methods in? (variant 1),Evaluation of Retrieval Methods in Domain-Specific Chatbots Based on Retrieval-Augmented Generation,10.36085/jsai.v9i1.9897,template_generated,2.0,,,,,,,
Q078,What evaluation metrics are most suitable for Remote Sensing Retrieval-Augmented Generation: Bridging? (variant 2),Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q079,What novel applications could Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a enable?,Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a Retrieval-Augmented Generation (RAG) system for knowledge retention in SMEs,10.37544/1436-4980-2025-06-23,template_generated,2.0,,,,,,,
Q080,How does Comparative Performance of Retrieval Augmented scale to large-scale retrieval? (variant 1),Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q081,What evaluation metrics are most suitable for Remote Sensing Retrieval-Augmented Generation: Bridging? (variant 1),Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,10.1109/mgrs.2025.3645852,template_generated,2.0,,,,,,,
Q082,What evaluation metrics are most suitable for Retrieval augmented generation using engineering? (variant 2),Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q083,How does Vector Databases and Retrieval-Augmented Generation compare to baseline? (variant 1),Vector Databases and Retrieval-Augmented Generation for Accurate AI-Driven Project Estimation,10.21275/sr251231215738,template_generated,2.0,,,,,,,
Q084,What are the limitations of Comparative Performance of Retrieval Augmented?,Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q085,What evaluation metrics are most suitable for AQACO: Adaptive Query-Aware Chunking Optimization?,AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q086,What evaluation metrics are most suitable for Comparative Performance of Retrieval Augmented? (variant 1),Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
Q087,How does AQACO: Adaptive Query-Aware Chunking Optimization compare to baseline?,AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q088,What novel applications could Agentic Retrieval-Augmented Generation: Advancing AI-Driven enable? (variant 1),Agentic Retrieval-Augmented Generation: Advancing AI-Driven Information Retrieval and Processing,10.14445/22312803/ijctt-v73i1p111,template_generated,2.0,,,,,,,
Q089,What novel applications could Retrieval-Augmented Generation: Enhancing AI with enable? (variant 2),Retrieval-Augmented Generation: Enhancing AI with Reliable Knowledge.,10.21275/sr251104092705,template_generated,2.0,,,,,,,
Q090,How does domain knowledge improve AQACO: Adaptive Query-Aware Chunking Optimization? (variant 1),AQACO: Adaptive Query-Aware Chunking Optimization for Retrieval-Augmented Generation Systems,10.21275/sr25329182150,template_generated,2.0,,,,,,,
Q091,How does RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА scale to large-scale retrieval? (variant 1),RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА ПАРАДИГМА КОРПОРАТИВНОЇ АВТОМАТИЗАЦІЇ,10.31891/2307-5732-2026-361-53,template_generated,2.0,,,,,,,
Q092,How does domain knowledge improve SISTEM CHATBOT KESEHATAN MENTAL BERBASIS? (variant 2),SISTEM CHATBOT KESEHATAN MENTAL BERBASIS LLM  DENGAN DETEKSI EMOSI DAN RETRIEVAL AUGMENTED GENERATION,10.36341/rabit.v11i1.7347,template_generated,2.0,,,,,,,
Q093,What are the limitations of Retrieval-Augmented Generation (RAG) for Real-Time? (variant 2),Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q094,How does Retrieval-Augmented Generation (RAG) for Real-Time scale to large-scale retrieval? (variant 1),Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,10.37547/tajiir/volume07issue07-12,template_generated,2.0,,,,,,,
Q095,How does PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT compare to baseline? (variant 1),PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT MENGGUNAKAN METODE DESIGN THINKING UNTUK MENDUKUNG PERSONALIZED LEARNING,10.21009/pinter.9.2.1,template_generated,2.0,,,,,,,
Q096,What novel applications could Protótipo de Pesquisa Documental para enable?,Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q097,What evaluation metrics are most suitable for Optimierte Interaktion mit Large Language? (variant 2),Optimierte Interaktion mit Large Language Models,10.1007/s00117-025-01416-2,template_generated,2.0,,,,,,,
Q098,How does Vector Databases and Retrieval-Augmented Generation scale to large-scale retrieval?,Vector Databases and Retrieval-Augmented Generation for Accurate AI-Driven Project Estimation,10.21275/sr251231215738,template_generated,2.0,,,,,,,
Q099,What novel applications could Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a enable? (variant 1),Aufbau eines Retrieval-Augmented-Generation-Systems/Design of a Retrieval-Augmented Generation (RAG) system for knowledge retention in SMEs,10.37544/1436-4980-2025-06-23,template_generated,2.0,,,,,,,
Q100,How does domain knowledge improve RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА?,RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА ПАРАДИГМА КОРПОРАТИВНОЇ АВТОМАТИЗАЦІЇ,10.31891/2307-5732-2026-361-53,template_generated,2.0,,,,,,,
Q101,What novel applications could PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT enable? (variant 2),PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT MENGGUNAKAN METODE DESIGN THINKING UNTUK MENDUKUNG PERSONALIZED LEARNING,10.21009/pinter.9.2.1,template_generated,2.0,,,,,,,
Q102,How does Agentic Retrieval-Augmented Generation: Advancing AI-Driven scale to large-scale retrieval? (variant 1),Agentic Retrieval-Augmented Generation: Advancing AI-Driven Information Retrieval and Processing,10.14445/22312803/ijctt-v73i1p111,template_generated,2.0,,,,,,,
Q103,How does Automating Threat Intelligence Analysis with scale to large-scale retrieval?,Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q104,What novel applications could Retrieval augmented generation using engineering enable? (variant 1),Retrieval augmented generation using engineering design knowledge,10.1016/j.knosys.2024.112410,template_generated,2.0,,,,,,,
Q105,What are the limitations of PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT? (variant 1),PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT MENGGUNAKAN METODE DESIGN THINKING UNTUK MENDUKUNG PERSONALIZED LEARNING,10.21009/pinter.9.2.1,template_generated,2.0,,,,,,,
Q106,What novel applications could SISTEM CHATBOT KESEHATAN MENTAL BERBASIS enable? (variant 2),SISTEM CHATBOT KESEHATAN MENTAL BERBASIS LLM  DENGAN DETEKSI EMOSI DAN RETRIEVAL AUGMENTED GENERATION,10.36341/rabit.v11i1.7347,template_generated,2.0,,,,,,,
Q107,What evaluation metrics are most suitable for Retrieval-Augmented Generation (RAG)-Based Chatbot System? (variant 1),Retrieval-Augmented Generation (RAG)-Based Chatbot System,10.64388/irev9i5-1712249,template_generated,2.0,,,,,,,
Q108,How does domain knowledge improve RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА? (variant 2),RAG (RETRIEVAL-AUGMENTED GENERATION) ЯК НОВА ПАРАДИГМА КОРПОРАТИВНОЇ АВТОМАТИЗАЦІЇ,10.31891/2307-5732-2026-361-53,template_generated,2.0,,,,,,,
Q109,What novel applications could Nursing Retrieval-Augmented Generation: Retrieval augmented enable? (variant 2),Nursing Retrieval-Augmented Generation: Retrieval augmented generation for nursing question answering with large language models,10.1016/j.ijnss.2025.10.005,template_generated,2.0,,,,,,,
Q110,What evaluation metrics are most suitable for Vector Databases and Retrieval-Augmented Generation? (variant 1),Vector Databases and Retrieval-Augmented Generation for Accurate AI-Driven Project Estimation,10.21275/sr251231215738,template_generated,2.0,,,,,,,
Q111,Can PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT be combined with related methods? (variant 2),PENGEMBANGAN RETRIEVAL-AUGMENTED GENERATION (RAG) CHATBOT MENGGUNAKAN METODE DESIGN THINKING UNTUK MENDUKUNG PERSONALIZED LEARNING,10.21009/pinter.9.2.1,template_generated,2.0,,,,,,,
Q112,Can Comparative Performance of Retrieval Augmented be combined with related methods? (variant 1),Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,10.21070/ijins.v27i1.1836,template_generated,2.0,,,,,,,
