id,question,paper_title,paper_doi,source,resolvability_score,annotator_1_answerable,annotator_1_confidence,annotator_1_notes,annotator_2_answerable,annotator_2_confidence,annotator_2_notes,consensus
Q093,What evaluation metrics are most suitable for Cross-lingual multi-keyword rank search with?,Cross-lingual multi-keyword rank search with semantic extension over encrypted data,10.1016/j.ins.2019.11.013,template_generated,3.0,,,,,,,
Q094,How does domain knowledge improve МОДЕЛИ ОБРАБОТКИ ЕСТЕСТВЕННОГО ЯЗЫКА ДЛЯ?,МОДЕЛИ ОБРАБОТКИ ЕСТЕСТВЕННОГО ЯЗЫКА ДЛЯ УЛУЧШЕНИЯ СЕМАНТИЧЕСКИХ РЕЗУЛЬТАТОВ ПОИСКА,10.54309/ijict.2022.10.2.008,template_generated,2.0,,,,,,,
Q095,What novel applications could Image retrieval from remote sensing enable?,Image retrieval from remote sensing big data: A survey,10.1016/j.inffus.2020.10.008,template_generated,2.0,,,,,,,
Q096,How does Semantic Web-Enhanced Reinforcement Learning Model compare to baseline?,Semantic Web-Enhanced Reinforcement Learning Model for Urban Planning Optimization,10.4018/ijswis.371755,template_generated,2.0,,,,,,,
Q097,How does domain knowledge improve Legal Information Retrieval systems: State-of-the-art?,Legal Information Retrieval systems: State-of-the-art and open issues,10.1016/j.is.2021.101967,template_generated,2.0,,,,,,,
Q098,What evaluation metrics are most suitable for Semantic Web-Enhanced Reinforcement Learning Model?,Semantic Web-Enhanced Reinforcement Learning Model for Urban Planning Optimization,10.4018/ijswis.371755,template_generated,2.0,,,,,,,
Q099,Can From Semantic Communication to Semantic-Aware be combined with related methods?,"From Semantic Communication to Semantic-Aware Networking: Model, Architecture, and Open Problems",10.1109/mcom.001.2001239,template_generated,2.0,,,,,,,
Q100,What are the limitations of PH-model: enhancing multi-passage machine reading?,PH-model: enhancing multi-passage machine reading comprehension with passage reranking and hierarchical information,10.1007/s10489-020-02168-3,template_generated,2.0,,,,,,,
Q101,How does DC-GNN: drop channel graph neural compare to baseline?,DC-GNN: drop channel graph neural network for object classification and part segmentation in the point cloud,10.1007/s13735-022-00236-7,template_generated,3.0,,,,,,,
Q102,What evaluation metrics are most suitable for NeuPh: scalable and generalizable neural?,NeuPh: scalable and generalizable neural phase retrieval with local conditional neural fields,10.1117/1.apn.3.5.056005,template_generated,2.0,,,,,,,
Q103,What evaluation metrics are most suitable for A novel content-based image retrieval?,A novel content-based image retrieval approach for classification using GLCM features and texture fused LBP variants,10.1007/s00521-020-05017-z,template_generated,2.0,,,,,,,
Q104,What novel applications could Dense extreme inception network for enable?,Dense extreme inception network for edge detection,10.1016/j.patcog.2023.109461,template_generated,3.0,,,,,,,
Q105,How does domain knowledge improve Convolutional neural networks for relevance?,Convolutional neural networks for relevance feedback in content based image retrieval,10.1007/s11042-020-09292-9,template_generated,2.0,,,,,,,
Q106,What are the limitations of Semantic Web-Enhanced Reinforcement Learning Model?,Semantic Web-Enhanced Reinforcement Learning Model for Urban Planning Optimization,10.4018/ijswis.371755,template_generated,2.0,,,,,,,
Q107,How does Bridging multimedia heterogeneity gap via scale to large-scale retrieval?,Bridging multimedia heterogeneity gap via Graph Representation Learning for cross-modal retrieval,10.1016/j.neunet.2020.11.011,template_generated,2.0,,,,,,,
Q108,How does Systematic Analysis of Retrieval-Augmented Generation-Based compare to baseline?,Systematic Analysis of Retrieval-Augmented Generation-Based LLMs for Medical Chatbot Applications,10.3390/make6040116,template_generated,2.0,,,,,,,
Q109,Can Image retrieval from remote sensing be combined with related methods?,Image retrieval from remote sensing big data: A survey,10.1016/j.inffus.2020.10.008,template_generated,2.0,,,,,,,
Q110,How does Towards retrieval-based conversational recommendation scale to large-scale retrieval?,Towards retrieval-based conversational recommendation,10.1016/j.is.2022.102083,template_generated,2.0,,,,,,,
Q111,What evaluation metrics are most suitable for Mapping the Intellectual Landscape Of?,Mapping the Intellectual Landscape Of Retrieval-Augmented Generation (RAG): A Bibliometric Analysis,10.3837/tiis.2026.01.013,template_generated,2.0,,,,,,,
Q112,How does Image retrieval from remote sensing scale to large-scale retrieval?,Image retrieval from remote sensing big data: A survey,10.1016/j.inffus.2020.10.008,template_generated,2.0,,,,,,,
Q113,Can A comparison of Kazakh language be combined with related methods?,A comparison of Kazakh language processing models for improving semantic search results,10.15587/1729-4061.2025.315954,template_generated,2.0,,,,,,,
Q114,What are the limitations of Brief Report: Predicting Social Skills?,"Brief Report: Predicting Social Skills from Semantic, Syntactic, and Pragmatic Language Among Young Children with Autism Spectrum Disorder",10.1007/s10803-020-04445-z,template_generated,2.0,,,,,,,
Q115,What are the limitations of Semantic-Aware Superpixel for Weakly Supervised?,Semantic-Aware Superpixel for Weakly Supervised Semantic Segmentation,10.1609/aaai.v37i1.25196,template_generated,2.0,,,,,,,
Q116,What are the limitations of A comparison of Kazakh language?,A comparison of Kazakh language processing models for improving semantic search results,10.15587/1729-4061.2025.315954,template_generated,2.0,,,,,,,
Q117,What are the limitations of Deep Convolutional Neural Networks in?,Deep Convolutional Neural Networks in Medical Image Analysis: A Review,10.3390/info16030195,template_generated,2.0,,,,,,,
Q118,What evaluation metrics are most suitable for Convolutional neural networks for relevance?,Convolutional neural networks for relevance feedback in content based image retrieval,10.1007/s11042-020-09292-9,template_generated,2.0,,,,,,,
Q119,What novel applications could Towards retrieval-based conversational recommendation enable?,Towards retrieval-based conversational recommendation,10.1016/j.is.2022.102083,template_generated,2.0,,,,,,,
Q120,What evaluation metrics are most suitable for AI Resilience and Information Retrieval?,AI Resilience and Information Retrieval,10.54195/irrj.25004,template_generated,2.0,,,,,,,
Q121,What novel applications could A novel content-based image retrieval enable?,A novel content-based image retrieval approach for classification using GLCM features and texture fused LBP variants,10.1007/s00521-020-05017-z,template_generated,2.0,,,,,,,
Q122,How does domain knowledge improve Brief Report: Predicting Social Skills?,"Brief Report: Predicting Social Skills from Semantic, Syntactic, and Pragmatic Language Among Young Children with Autism Spectrum Disorder",10.1007/s10803-020-04445-z,template_generated,2.0,,,,,,,
Q123,What evaluation metrics are most suitable for Systematic Analysis of Retrieval-Augmented Generation-Based?,Systematic Analysis of Retrieval-Augmented Generation-Based LLMs for Medical Chatbot Applications,10.3390/make6040116,template_generated,2.0,,,,,,,
Q124,Can Information extraction meets the Semantic be combined with related methods?,Information extraction meets the Semantic Web: A survey,10.3233/sw-180333,template_generated,2.0,,,,,,,
Q125,How does Novelty Controlled Paraphrase Generation with compare to baseline?,Novelty Controlled Paraphrase Generation with Retrieval Augmented Conditional Prompt Tuning,10.1609/aaai.v36i10.21297,template_generated,2.0,,,,,,,
Q126,How does domain knowledge improve Semantic-Aware Informative Path Planning for?,Semantic-Aware Informative Path Planning for Efficient Object Search Using Mobile Robot,10.1109/tsmc.2019.2946646,template_generated,2.0,,,,,,,
Q127,Can Semantic variation and semantic change be combined with related methods?,Semantic variation and semantic change in the color lexicon,10.1515/ling-2023-0161,template_generated,2.0,,,,,,,
Q128,Can A comparison of automatic Boolean be combined with related methods?,A comparison of automatic Boolean query formulation for systematic reviews,10.1007/s10791-020-09381-1,template_generated,2.0,,,,,,,
Q129,How does Web Application for Retrieval-Augmented Generation: scale to large-scale retrieval?,Web Application for Retrieval-Augmented Generation: Implementation and Testing,10.3390/electronics13071361,template_generated,2.0,,,,,,,
Q130,What novel applications could Bridging multimedia heterogeneity gap via enable?,Bridging multimedia heterogeneity gap via Graph Representation Learning for cross-modal retrieval,10.1016/j.neunet.2020.11.011,template_generated,2.0,,,,,,,
Q131,What evaluation metrics are most suitable for Dense extreme inception network for?,Dense extreme inception network for edge detection,10.1016/j.patcog.2023.109461,template_generated,3.0,,,,,,,
Q132,What are the limitations of Image retrieval from remote sensing?,Image retrieval from remote sensing big data: A survey,10.1016/j.inffus.2020.10.008,template_generated,2.0,,,,,,,
Q133,Can Semantic-Aware Superpixel for Weakly Supervised be combined with related methods?,Semantic-Aware Superpixel for Weakly Supervised Semantic Segmentation,10.1609/aaai.v37i1.25196,template_generated,2.0,,,,,,,
Q134,How does The Semantic Web: Two decades compare to baseline?,The Semantic Web: Two decades on,10.3233/sw-190387,template_generated,2.0,,,,,,,
Q135,How does High-precision GNSS PWV retrieval using scale to large-scale retrieval?,High-precision GNSS PWV retrieval using dense GNSS sites and in-situ meteorological observations for the evaluation of MERRA-2 and ERA5 reanalysis products over China,10.1016/j.atmosres.2022.106247,template_generated,2.0,,,,,,,
Q136,Can Spatio-temporal soil moisture retrieval at be combined with related methods?,Spatio-temporal soil moisture retrieval at the catchment scale  using a dense network of cosmic-ray neutron sensors,10.5194/hess-25-4807-2021,template_generated,2.0,,,,,,,
Q137,What evaluation metrics are most suitable for SentimentCareBot: Retrieval-Augmented Generation Chatbot for?,SentimentCareBot: Retrieval-Augmented Generation Chatbot for Mental Health Support with Sentiment Analysis,10.1016/j.procs.2024.11.118,template_generated,2.0,,,,,,,
Q138,What novel applications could High-precision GNSS PWV retrieval using enable?,High-precision GNSS PWV retrieval using dense GNSS sites and in-situ meteorological observations for the evaluation of MERRA-2 and ERA5 reanalysis products over China,10.1016/j.atmosres.2022.106247,template_generated,2.0,,,,,,,
Q139,What evaluation metrics are most suitable for An end-to-end pseudo relevance feedback?,An end-to-end pseudo relevance feedback framework for neural document retrieval,10.1016/j.ipm.2019.102182,template_generated,2.0,,,,,,,
Q140,How does Deep Learning for Matching in scale to large-scale retrieval?,Deep Learning for Matching in Search and Recommendation,10.1561/1500000076,template_generated,2.0,,,,,,,
Q141,What novel applications could From Semantic Communication to Semantic-Aware enable?,"From Semantic Communication to Semantic-Aware Networking: Model, Architecture, and Open Problems",10.1109/mcom.001.2001239,template_generated,2.0,,,,,,,
Q142,What novel applications could Dense extreme inception network for enable?,Dense extreme inception network for edge detection,10.1016/j.patcog.2023.109461,template_generated,3.0,,,,,,,
Q143,How does Cross-lingual multi-keyword rank search with scale to large-scale retrieval?,Cross-lingual multi-keyword rank search with semantic extension over encrypted data,10.1016/j.ins.2019.11.013,template_generated,3.0,,,,,,,
