id,question,paper_title,paper_doi,source,resolvability_score,annotator_1_answerable,annotator_1_confidence,annotator_1_notes,annotator_2_answerable,annotator_2_confidence,annotator_2_notes,consensus
Q023,"How does Fast, sensitive detection of protein scale to large-scale retrieval?","Fast, sensitive detection of protein homologs using deep dense retrieval",10.1038/s41587-024-02353-6,template_generated,2.0,,,,,,,
Q024,What evaluation metrics are most suitable for Interactive AI With Retrieval-Augmented Generation?,Interactive AI With Retrieval-Augmented Generation for Next Generation Networking,10.1109/mnet.2024.3401159,template_generated,2.0,,,,,,,
Q025,How does domain knowledge improve SOSRepair: Expressive Semantic Search for?,SOSRepair: Expressive Semantic Search for Real-World Program Repair,10.1109/tse.2019.2944914,template_generated,2.0,,,,,,,
Q026,How does domain knowledge improve Trends and Prospects of Retrieval-Augmented?,Trends and Prospects of Retrieval-Augmented Generation (RAG) for Generative AI,10.32431/kace.2025.28.2.007,template_generated,2.0,,,,,,,
Q027,How does Pre-training Methods in Information Retrieval scale to large-scale retrieval?,Pre-training Methods in Information Retrieval,10.1561/1500000100,template_generated,2.0,,,,,,,
Q028,What are the limitations of Zero-Shot Sketch-Based Image Retrieval Using?,Zero-Shot Sketch-Based Image Retrieval Using StyleGen and Stacked Siamese Neural Networks,10.3390/jimaging10040079,template_generated,2.0,,,,,,,
Q029,"How does Sparse, Dense, and Attentional Representations compare to baseline?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q030,How does LLM-POWERED RAN AUTOMATION USING RETRIEVAL-AUGMENTED scale to large-scale retrieval?,LLM-POWERED RAN AUTOMATION USING RETRIEVAL-AUGMENTED GENERATION (RAG),10.12732/ijam.v38i12s.1551,template_generated,2.0,,,,,,,
Q031,How does A multi-embedding neural model for scale to large-scale retrieval?,A multi-embedding neural model for incident video retrieval,10.1016/j.patcog.2022.108807,template_generated,3.0,,,,,,,
Q032,What novel applications could The Role of Retrieval-Augmented Generation enable?,The Role of Retrieval-Augmented Generation in Improving Factual Accuracy for Medical Large Language Models,10.70121/001c.158711,template_generated,2.0,,,,,,,
Q033,"What evaluation metrics are most suitable for Fast, sensitive detection of protein?","Fast, sensitive detection of protein homologs using deep dense retrieval",10.1038/s41587-024-02353-6,template_generated,2.0,,,,,,,
Q034,What evaluation metrics are most suitable for Efficient and Effective Tree-based and?,Efficient and Effective Tree-based and Neural Learning to Rank,10.1561/1500000071,template_generated,2.0,,,,,,,
Q035,"Can Sparse, Dense, and Attentional Representations be combined with related methods?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q036,How does Perspectives of Neurodiverse Participants in scale to large-scale retrieval?,Perspectives of Neurodiverse Participants in Interactive Information Retrieval,10.1561/1500000086,template_generated,2.0,,,,,,,
Q037,How does domain knowledge improve Multi-Stage Conversational Passage Retrieval: An?,Multi-Stage Conversational Passage Retrieval: An Approach to Fusing Term Importance Estimation and Neural Query Rewriting,10.1145/3446426,template_generated,2.0,,,,,,,
Q038,What evaluation metrics are most suitable for FolkRAG: a retrieval-augmented generation system?,FolkRAG: a retrieval-augmented generation system for cultural heritage materials,10.1007/s00521-025-11455-4,template_generated,2.0,,,,,,,
Q039,How does domain knowledge improve Deep Neural Networks for Aerosol?,Deep Neural Networks for Aerosol Optical Depth Retrieval,10.3390/atmos13010101,template_generated,2.0,,,,,,,
Q040,How does SOSRepair: Expressive Semantic Search for scale to large-scale retrieval?,SOSRepair: Expressive Semantic Search for Real-World Program Repair,10.1109/tse.2019.2944914,template_generated,2.0,,,,,,,
Q041,How does A survey on retrieval-augmentation generation scale to large-scale retrieval?,A survey on retrieval-augmentation generation (RAG) models for healthcare applications,10.1007/s00521-025-11666-9,template_generated,2.0,,,,,,,
Q042,What are the limitations of Dilated Transaction Access and Retrieval:?,Dilated Transaction Access and Retrieval: Improving the Information Retrieval of Blockchain-Assimilated Internet of Things Transactions,10.1007/s11277-021-08094-y,template_generated,2.0,,,,,,,
Q043,How does domain knowledge improve ConvMix: A Mixed-Criteria Data Augmentation?,ConvMix: A Mixed-Criteria Data Augmentation Framework for Conversational Dense Retrieval,10.1609/aaai.v40i18.38584,template_generated,2.0,,,,,,,
Q044,How does Dilated Transaction Access and Retrieval: scale to large-scale retrieval?,Dilated Transaction Access and Retrieval: Improving the Information Retrieval of Blockchain-Assimilated Internet of Things Transactions,10.1007/s11277-021-08094-y,template_generated,2.0,,,,,,,
Q045,How does Protótipo de Pesquisa Documental para scale to large-scale retrieval?,Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q046,Can Graph-based data management system for be combined with related methods?,"Graph-based data management system for efficient information storage, retrieval and processing",10.1016/j.ipm.2022.103165,template_generated,3.0,,,,,,,
Q047,What are the limitations of Agentic Retrieval-Augmented Generation: Advancing AI-Driven?,Agentic Retrieval-Augmented Generation: Advancing AI-Driven Information Retrieval and Processing,10.14445/22312803/ijctt-v73i1p111,template_generated,2.0,,,,,,,
Q048,How does domain knowledge improve Convolutional neural networks for relevance?,Convolutional neural networks for relevance feedback in content based image retrieval,10.1007/s11042-020-09292-9,template_generated,2.0,,,,,,,
Q049,What evaluation metrics are most suitable for Artificial Intelligence and Deep Learning-Based?,Artificial Intelligence and Deep Learning-Based Information Retrieval Framework for Assessing Student Performance,10.4018/ijirr.2022010101,template_generated,2.0,,,,,,,
Q050,What evaluation metrics are most suitable for ConvMix: A Mixed-Criteria Data Augmentation?,ConvMix: A Mixed-Criteria Data Augmentation Framework for Conversational Dense Retrieval,10.1609/aaai.v40i18.38584,template_generated,2.0,,,,,,,
Q051,What evaluation metrics are most suitable for Dilated Transaction Access and Retrieval:?,Dilated Transaction Access and Retrieval: Improving the Information Retrieval of Blockchain-Assimilated Internet of Things Transactions,10.1007/s11277-021-08094-y,template_generated,2.0,,,,,,,
Q052,How does CRP-RAG: A Retrieval-Augmented Generation Framework scale to large-scale retrieval?,CRP-RAG: A Retrieval-Augmented Generation Framework for Supporting Complex Logical Reasoning and Knowledge Planning,10.3390/electronics14010047,template_generated,2.0,,,,,,,
Q053,How does Information retrieval from textual data: scale to large-scale retrieval?,"Information retrieval from textual data: Harnessing large language models, retrieval augmented generation and prompt engineering",10.69554/qafe6376,template_generated,2.0,,,,,,,
Q054,Can SOSRepair: Expressive Semantic Search for be combined with related methods?,SOSRepair: Expressive Semantic Search for Real-World Program Repair,10.1109/tse.2019.2944914,template_generated,2.0,,,,,,,
Q055,How does Bridging Digital Literacy Gaps With compare to baseline?,Bridging Digital Literacy Gaps With AI-Driven Semantic Search Technologies,10.4018/ijswis.380355,template_generated,2.0,,,,,,,
Q056,How does Legal Information Retrieval systems: State-of-the-art scale to large-scale retrieval?,Legal Information Retrieval systems: State-of-the-art and open issues,10.1016/j.is.2021.101967,template_generated,2.0,,,,,,,
Q057,What evaluation metrics are most suitable for Deep Neural Networks for Aerosol?,Deep Neural Networks for Aerosol Optical Depth Retrieval,10.3390/atmos13010101,template_generated,2.0,,,,,,,
Q058,"How does Sparse, Dense, and Attentional Representations compare to baseline?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q059,How does domain knowledge improve Legal Information Retrieval systems: State-of-the-art?,Legal Information Retrieval systems: State-of-the-art and open issues,10.1016/j.is.2021.101967,template_generated,2.0,,,,,,,
Q060,How does domain knowledge improve Understanding Tradeoffs in Clinical Text?,"Understanding Tradeoffs in Clinical Text Extraction: Prompting, Retrieval-Augmented Generation, and Supervised Learning on Electronic Health Records",10.3390/a19030215,template_generated,2.0,,,,,,,
Q061,"How does domain knowledge improve Sparse, Dense, and Attentional Representations?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q062,What are the limitations of Convolutional neural networks for relevance?,Convolutional neural networks for relevance feedback in content based image retrieval,10.1007/s11042-020-09292-9,template_generated,2.0,,,,,,,
Q063,Can Web Application for Retrieval-Augmented Generation: be combined with related methods?,Web Application for Retrieval-Augmented Generation: Implementation and Testing,10.3390/electronics13071361,template_generated,2.0,,,,,,,
Q064,How does Knowledge Graphs: An Information Retrieval compare to baseline?,Knowledge Graphs: An Information Retrieval Perspective,10.1561/1500000063,template_generated,3.0,,,,,,,
Q065,"How does Sparse, Dense, and Attentional Representations compare to baseline?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q066,How does Semantic Search over Wikipedia Documents compare to baseline?,Semantic Search over Wikipedia Documents Meaning of Queries Based Pre-Trained Language Model,10.24247/ijcseitrdec20212,template_generated,2.0,,,,,,,
Q067,What evaluation metrics are most suitable for Don't Use LLMs to Make?,Don't Use LLMs to Make Relevance Judgments,10.54195/irrj.19625,template_generated,2.0,,,,,,,
Q068,What are the limitations of Multi-Stage Conversational Passage Retrieval: An?,Multi-Stage Conversational Passage Retrieval: An Approach to Fusing Term Importance Estimation and Neural Query Rewriting,10.1145/3446426,template_generated,2.0,,,,,,,
Q069,What novel applications could A Retrieval-Augmented Generation Based Large enable?,A Retrieval-Augmented Generation Based Large Language Model Benchmarked On a Novel Dataset,10.47611/jsrhs.v12i4.6213,template_generated,2.0,,,,,,,
Q070,What are the limitations of Retrieval-Augmented Generation (RAG) Chatbots for?,Retrieval-Augmented Generation (RAG) Chatbots for Education: A Survey of Applications,10.3390/app15084234,template_generated,2.0,,,,,,,
Q071,How does The Role of Retrieval-Augmented Generation compare to baseline?,The Role of Retrieval-Augmented Generation in Improving Factual Accuracy for Medical Large Language Models,10.70121/001c.158711,template_generated,2.0,,,,,,,
Q072,Can Systematic Analysis of Retrieval-Augmented Generation-Based be combined with related methods?,Systematic Analysis of Retrieval-Augmented Generation-Based LLMs for Medical Chatbot Applications,10.3390/make6040116,template_generated,2.0,,,,,,,
Q073,How does domain knowledge improve Protótipo de Pesquisa Documental para?,Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q074,Can Knowledge Graphs: An Information Retrieval be combined with related methods?,Knowledge Graphs: An Information Retrieval Perspective,10.1561/1500000063,template_generated,3.0,,,,,,,
Q075,How does domain knowledge improve Toward Best Practices for Training?,Toward Best Practices for Training Multilingual Dense Retrieval Models,10.1145/3613447,template_generated,2.0,,,,,,,
Q076,"What are the limitations of Sparse, Dense, and Attentional Representations?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q077,How does domain knowledge improve Advances in information retrieval collection?,Advances in information retrieval collection on the European conference on information retrieval 2023,10.1007/s10791-024-09442-9,template_generated,2.0,,,,,,,
Q078,Can Multi-Stage Conversational Passage Retrieval: An be combined with related methods?,Multi-Stage Conversational Passage Retrieval: An Approach to Fusing Term Importance Estimation and Neural Query Rewriting,10.1145/3446426,template_generated,2.0,,,,,,,
Q079,What novel applications could Perspectives of Neurodiverse Participants in enable?,Perspectives of Neurodiverse Participants in Interactive Information Retrieval,10.1561/1500000086,template_generated,2.0,,,,,,,
Q080,How does Retrieval-Augmented Generation to Generate Knowledge scale to large-scale retrieval?,Retrieval-Augmented Generation to Generate Knowledge Assets and Creation of Action Drivers,10.3390/app15116247,template_generated,2.0,,,,,,,
Q081,What novel applications could Multi-Stage Conversational Passage Retrieval: An enable?,Multi-Stage Conversational Passage Retrieval: An Approach to Fusing Term Importance Estimation and Neural Query Rewriting,10.1145/3446426,template_generated,2.0,,,,,,,
Q082,What are the limitations of Multi-Stage Conversational Passage Retrieval: An?,Multi-Stage Conversational Passage Retrieval: An Approach to Fusing Term Importance Estimation and Neural Query Rewriting,10.1145/3446426,template_generated,2.0,,,,,,,
Q083,How does domain knowledge improve Scholarly article retrieval from Web?,"Scholarly article retrieval from Web of Science, Scopus and Dimensions: A comparative analysis of retrieval quality",10.1177/01655515231191351,template_generated,2.0,,,,,,,
Q084,Can Leveraging Retrieval-Augmented Generation for Swahili be combined with related methods?,Leveraging Retrieval-Augmented Generation for Swahili Language Conversation Systems,10.3390/app15020524,template_generated,2.0,,,,,,,
Q085,How does Web Application for Retrieval-Augmented Generation: compare to baseline?,Web Application for Retrieval-Augmented Generation: Implementation and Testing,10.3390/electronics13071361,template_generated,2.0,,,,,,,
Q086,Can FolkRAG: a retrieval-augmented generation system be combined with related methods?,FolkRAG: a retrieval-augmented generation system for cultural heritage materials,10.1007/s00521-025-11455-4,template_generated,2.0,,,,,,,
Q087,How does domain knowledge improve Semantic Search for Scientific Articles?,Semantic Search for Scientific Articles by Language Using Cosine Similarity Algorithm and Weighted Tree Similarity,10.28926/jdr.v5i2.150,template_generated,2.0,,,,,,,
Q088,Can Prospects of Retrieval Augmented Generation be combined with related methods?,Prospects of Retrieval Augmented Generation (RAG) for Academic Library Search and Retrieval,10.5860/ital.v44i2.17361,template_generated,2.0,,,,,,,
Q089,What evaluation metrics are most suitable for Legal Information Retrieval systems: State-of-the-art?,Legal Information Retrieval systems: State-of-the-art and open issues,10.1016/j.is.2021.101967,template_generated,2.0,,,,,,,
Q090,"How does Sparse, Dense, and Attentional Representations compare to baseline?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q091,Can Convolutional neural networks for relevance be combined with related methods?,Convolutional neural networks for relevance feedback in content based image retrieval,10.1007/s11042-020-09292-9,template_generated,2.0,,,,,,,
Q092,How does SOSRepair: Expressive Semantic Search for compare to baseline?,SOSRepair: Expressive Semantic Search for Real-World Program Repair,10.1109/tse.2019.2944914,template_generated,2.0,,,,,,,
Q093,What novel applications could Automating Systematic Literature Reviews with enable?,Automating Systematic Literature Reviews with Retrieval-Augmented Generation: A Comprehensive Overview,10.3390/app14199103,template_generated,2.0,,,,,,,
Q094,How does Deep image retrieval using artificial compare to baseline?,Deep image retrieval using artificial neural network interpolation and indexing based on similarity measurement,10.1049/cit2.12083,template_generated,2.0,,,,,,,
Q095,"What evaluation metrics are most suitable for Sparse, Dense, and Attentional Representations?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q096,How does domain knowledge improve Deep image retrieval using artificial?,Deep image retrieval using artificial neural network interpolation and indexing based on similarity measurement,10.1049/cit2.12083,template_generated,2.0,,,,,,,
Q097,How does Pre-training Methods in Information Retrieval compare to baseline?,Pre-training Methods in Information Retrieval,10.1561/1500000100,template_generated,2.0,,,,,,,
Q098,Can Building Intelligent Search Systems: Advances be combined with related methods?,Building Intelligent Search Systems: Advances in AI-Based Information Retrieval,10.37547/tajas/volume07issue06-02,template_generated,2.0,,,,,,,
Q099,"What evaluation metrics are most suitable for Sparse, Dense, and Attentional Representations?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q100,What evaluation metrics are most suitable for Automating Threat Intelligence Analysis with?,Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q101,How does Symmetric Private Information Retrieval at compare to baseline?,Symmetric Private Information Retrieval at the Private Information Retrieval Rate,10.1109/jsait.2022.3188610,template_generated,2.0,,,,,,,
Q102,How does Identifying effective cognitive biases in compare to baseline?,Identifying effective cognitive biases in information retrieval,10.1177/01655515211001777,template_generated,2.0,,,,,,,
Q103,What evaluation metrics are most suitable for Identifying effective cognitive biases in?,Identifying effective cognitive biases in information retrieval,10.1177/01655515211001777,template_generated,2.0,,,,,,,
Q104,What evaluation metrics are most suitable for A Retrieval-Augmented Generation Based Large?,A Retrieval-Augmented Generation Based Large Language Model Benchmarked On a Novel Dataset,10.47611/jsrhs.v12i4.6213,template_generated,2.0,,,,,,,
Q105,What are the limitations of Building Intelligent Search Systems: Advances?,Building Intelligent Search Systems: Advances in AI-Based Information Retrieval,10.37547/tajas/volume07issue06-02,template_generated,2.0,,,,,,,
Q106,How does domain knowledge improve Scholarly article retrieval from Web?,"Scholarly article retrieval from Web of Science, Scopus and Dimensions: A comparative analysis of retrieval quality",10.1177/01655515231191351,template_generated,2.0,,,,,,,
Q107,"What are the limitations of Sparse, Dense, and Attentional Representations?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q108,What evaluation metrics are most suitable for Advances in information retrieval collection?,Advances in information retrieval collection on the European conference on information retrieval 2023,10.1007/s10791-024-09442-9,template_generated,2.0,,,,,,,
Q109,How does domain knowledge improve Evaluating Retrieval-Augmented Generation Models for?,Evaluating Retrieval-Augmented Generation Models for Financial Report Question and Answering,10.3390/app14209318,template_generated,2.0,,,,,,,
Q110,How does domain knowledge improve Knowledge Graphs: An Information Retrieval?,Knowledge Graphs: An Information Retrieval Perspective,10.1561/1500000063,template_generated,3.0,,,,,,,
Q111,How does Neural posterior estimation for exoplanetary scale to large-scale retrieval?,Neural posterior estimation for exoplanetary atmospheric retrieval,10.1051/0004-6361/202245263,template_generated,2.0,,,,,,,
Q112,What are the limitations of Enhancing medical AI with retrieval-augmented?,Enhancing medical AI with retrieval-augmented generation: A mini narrative review,10.1177/20552076251337177,template_generated,2.0,,,,,,,
Q113,Can Automating Threat Intelligence Analysis with be combined with related methods?,Automating Threat Intelligence Analysis with Retrieval Augmented Generation (RAG) for Enhanced Cybersecurity Posture,10.21275/sr24502103758,template_generated,2.0,,,,,,,
Q114,Can A Retrieval-Augmented Generation Based Large be combined with related methods?,A Retrieval-Augmented Generation Based Large Language Model Benchmarked On a Novel Dataset,10.47611/jsrhs.v12i4.6213,template_generated,2.0,,,,,,,
Q115,"What are the limitations of Sparse, Dense, and Attentional Representations?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q116,How does Perspectives of Neurodiverse Participants in compare to baseline?,Perspectives of Neurodiverse Participants in Interactive Information Retrieval,10.1561/1500000086,template_generated,2.0,,,,,,,
Q117,How does domain knowledge improve LLM-POWERED RAN AUTOMATION USING RETRIEVAL-AUGMENTED?,LLM-POWERED RAN AUTOMATION USING RETRIEVAL-AUGMENTED GENERATION (RAG),10.12732/ijam.v38i12s.1551,template_generated,2.0,,,,,,,
Q118,How does SOSRepair: Expressive Semantic Search for scale to large-scale retrieval?,SOSRepair: Expressive Semantic Search for Real-World Program Repair,10.1109/tse.2019.2944914,template_generated,2.0,,,,,,,
Q119,How does Dilated Transaction Access and Retrieval: compare to baseline?,Dilated Transaction Access and Retrieval: Improving the Information Retrieval of Blockchain-Assimilated Internet of Things Transactions,10.1007/s11277-021-08094-y,template_generated,2.0,,,,,,,
Q120,How does domain knowledge improve Image Retrieval Algorithm Based on?,Image Retrieval Algorithm Based on Locality-Sensitive Hash Using Convolutional Neural Network and Attention Mechanism,10.3390/info13100446,template_generated,2.0,,,,,,,
Q121,What novel applications could Interactive AI With Retrieval-Augmented Generation enable?,Interactive AI With Retrieval-Augmented Generation for Next Generation Networking,10.1109/mnet.2024.3401159,template_generated,2.0,,,,,,,
Q122,What novel applications could Web Application for Retrieval-Augmented Generation: enable?,Web Application for Retrieval-Augmented Generation: Implementation and Testing,10.3390/electronics13071361,template_generated,2.0,,,,,,,
Q123,How does Angular Deep Supervised Vector Quantization scale to large-scale retrieval?,Angular Deep Supervised Vector Quantization for Image Retrieval,10.1109/tnnls.2020.3043103,template_generated,2.0,,,,,,,
Q124,Can Context-Aware Search for Environmental Data be combined with related methods?,Context-Aware Search for Environmental Data Using Dense Retrieval,10.3390/ijgi13110380,template_generated,2.0,,,,,,,
Q125,How does domain knowledge improve Toward Cranfield-inspired reusability assessment in?,Toward Cranfield-inspired reusability assessment in interactive information retrieval evaluation,10.1016/j.ipm.2022.103007,template_generated,2.0,,,,,,,
Q126,How does domain knowledge improve INFORMATION RETRIEVAL MODELS IN MULTI-FACTOR?,INFORMATION RETRIEVAL MODELS IN MULTI-FACTOR STREAMS,10.52529/27821617_2022_3_1_25,template_generated,2.0,,,,,,,
Q127,Can Toward Cranfield-inspired reusability assessment in be combined with related methods?,Toward Cranfield-inspired reusability assessment in interactive information retrieval evaluation,10.1016/j.ipm.2022.103007,template_generated,2.0,,,,,,,
Q128,What evaluation metrics are most suitable for Efficient and Effective Tree-based and?,Efficient and Effective Tree-based and Neural Learning to Rank,10.1561/1500000071,template_generated,2.0,,,,,,,
Q129,What novel applications could Rag-Fusion: A New Take on enable?,Rag-Fusion: A New Take on Retrieval Augmented Generation,10.5121/ijnlc.2024.13103,template_generated,3.0,,,,,,,
Q130,What evaluation metrics are most suitable for Protótipo de Pesquisa Documental para?,Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,10.51473/rcmos.v1i2.2024.736,template_generated,2.0,,,,,,,
Q131,How does domain knowledge improve LLM-Based Query Expansion with Gaussian?,LLM-Based Query Expansion with Gaussian Kernel Semantic Enhancement for Dense Retrieval,10.3390/electronics14091744,template_generated,2.0,,,,,,,
Q132,How does domain knowledge improve Context-Aware Search for Environmental Data?,Context-Aware Search for Environmental Data Using Dense Retrieval,10.3390/ijgi13110380,template_generated,2.0,,,,,,,
Q133,How does domain knowledge improve Retrieval-Augmented Generation: Enhancing Reliability in?,Retrieval-Augmented Generation: Enhancing Reliability in Large Language Models,10.63282/3117-5481/aijcst-v6i2p105,template_generated,2.0,,,,,,,
Q134,How does Rag-Fusion: A New Take on scale to large-scale retrieval?,Rag-Fusion: A New Take on Retrieval Augmented Generation,10.5121/ijnlc.2024.13103,template_generated,3.0,,,,,,,
Q135,"How does domain knowledge improve Fast, sensitive detection of protein?","Fast, sensitive detection of protein homologs using deep dense retrieval",10.1038/s41587-024-02353-6,template_generated,2.0,,,,,,,
Q136,What novel applications could Convolutional neural networks for relevance enable?,Convolutional neural networks for relevance feedback in content based image retrieval,10.1007/s11042-020-09292-9,template_generated,2.0,,,,,,,
Q137,What evaluation metrics are most suitable for Knowledge Graphs: An Information Retrieval?,Knowledge Graphs: An Information Retrieval Perspective,10.1561/1500000063,template_generated,3.0,,,,,,,
Q138,What novel applications could Evaluating Retrieval-Augmented Generation Models for enable?,Evaluating Retrieval-Augmented Generation Models for Financial Report Question and Answering,10.3390/app14209318,template_generated,2.0,,,,,,,
Q139,How does Natural Language Processing Techniques for scale to large-scale retrieval?,Natural Language Processing Techniques for Information Retrieval Enhancing Search Engines with Semantic Understanding,10.1051/itmconf/20257605013,template_generated,2.0,,,,,,,
Q140,Can Retrieval-Augmented Generation to Generate Knowledge be combined with related methods?,Retrieval-Augmented Generation to Generate Knowledge Assets and Creation of Action Drivers,10.3390/app15116247,template_generated,2.0,,,,,,,
Q141,"How does Sparse, Dense, and Attentional Representations scale to large-scale retrieval?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
Q142,"Can Sparse, Dense, and Attentional Representations be combined with related methods?","Sparse, Dense, and Attentional Representations for Text Retrieval",10.1162/tacl_a_00369,template_generated,4.0,,,,,,,
